trophic_means,trophic_vars,index,fnr,numspecies
3.4824727,1.4431133,12,0.55,250.0
3.8071353,1.6132073,12,0.55,250.0
3.6926453,1.5161008,12,0.55,250.0
3.6782315,1.6680409,12,0.55,250.0
3.6937928,1.6692789,12,0.55,250.0
3.626752,1.5810229,12,0.55,250.0
3.697015,1.6634938,12,0.55,250.0
3.6274533,1.4980334,12,0.55,250.0
3.7301493,1.5909905,12,0.55,250.0
3.876203,1.6160295,12,0.55,250.0
3.5717254,1.5649219,12,0.55,250.0
3.540765,1.4693009,12,0.55,250.0
3.8826547,1.8078825,12,0.55,250.0
3.7053225,1.566741,12,0.55,250.0
3.5136955,1.5301716,12,0.55,250.0
3.9177125,1.7888858,12,0.55,250.0
3.379264,1.5342181,12,0.55,250.0
3.6612465,1.4844304,12,0.55,250.0
3.4192243,1.479704,12,0.55,250.0
3.78909,1.6869701,12,0.55,250.0
3.4556477,1.45113,12,0.55,250.0
3.5358696,1.5517359,12,0.55,250.0
3.6185768,1.6342971,12,0.55,250.0
3.420675,1.4164038,12,0.55,250.0
3.5856798,1.5248216,12,0.55,250.0
3.5292106,1.6455162,12,0.55,250.0
3.4372733,1.4149733,12,0.55,250.0
3.8687856,1.6420829,12,0.55,250.0
3.4767313,1.4619603,12,0.55,250.0
3.7014158,1.7539169,13,0.6,250.0
3.5677223,1.5951787,13,0.6,250.0
3.1344795,1.3556157,13,0.6,250.0
3.661148,1.7088281,13,0.6,250.0
3.5194716,1.7190183,13,0.6,250.0
3.4152763,1.4483194,13,0.6,250.0
3.3481636,1.440871,13,0.6,250.0
3.8126667,1.7968441,13,0.6,250.0
3.6078568,1.6361527,13,0.6,250.0
3.4884853,1.5945967,13,0.6,250.0
3.6127713,1.6246293,13,0.6,250.0
3.733984,1.6925211,13,0.6,250.0
3.5355687,1.6080976,13,0.6,250.0
3.541051,1.6704657,13,0.6,250.0
3.7368414,1.5357078,13,0.6,250.0
3.390706,1.4894627,13,0.6,250.0
3.226704,1.3745298,13,0.6,250.0
3.6178553,1.6558995,13,0.6,250.0
3.669348,1.6706803,13,0.6,250.0
3.5788393,1.6319484,13,0.6,250.0
3.430778,1.4665885,13,0.6,250.0
3.4891176,1.6742345,13,0.6,250.0
3.7045066,1.8590369,13,0.6,250.0
3.4622536,1.5231011,13,0.6,250.0
3.9056015,1.70122,13,0.6,250.0
3.532691,1.6619471,13,0.6,250.0
3.6206937,1.6252728,13,0.6,250.0
3.6081152,1.6697532,13,0.6,250.0
3.5704992,1.6561483,13,0.6,250.0
3.5373936,1.5482037,13,0.6,250.0
3.6835253,1.7122501,13,0.6,250.0
3.5681398,1.5837784,13,0.6,250.0
3.632561,1.8285512,13,0.6,250.0
3.543748,1.5751536,13,0.6,250.0
3.5852516,1.6006228,13,0.6,250.0
3.524294,1.5425372,13,0.6,250.0
3.6485054,1.5499471,13,0.6,250.0
3.4030986,1.3489428,13,0.6,250.0
3.5418096,1.5759149,13,0.6,250.0
3.6845398,1.6314428,13,0.6,250.0
3.458218,1.4886547,13,0.6,250.0
3.4380019,1.4256936,13,0.6,250.0
3.7127976,1.7511315,13,0.6,250.0
3.46954,1.5248812,13,0.6,250.0
3.7226636,1.8226144,13,0.6,250.0
3.3707943,1.5917536,13,0.6,250.0
3.4032948,1.5108343,13,0.6,250.0
3.7372074,1.6550996,13,0.6,250.0
3.6931942,1.6806741,13,0.6,250.0
3.5093312,1.4567889,13,0.6,250.0
3.3943617,1.4170917,14,0.65,250.0
3.4490778,1.595274,14,0.65,250.0
3.4374204,1.6343374,14,0.65,250.0
3.529054,1.7050886,14,0.65,250.0
3.6688728,1.635205,14,0.65,250.0
3.4740963,1.7182784,14,0.65,250.0
3.4353414,1.6259335,14,0.65,250.0
3.558594,1.6573559,14,0.65,250.0
3.67699,1.8103547,14,0.65,250.0
3.6739292,1.7323977,14,0.65,250.0
3.1520216,1.4163285,14,0.65,250.0
3.595786,1.5661198,14,0.65,250.0
3.5679526,1.6584537,14,0.65,250.0
3.5034056,1.5717593,14,0.65,250.0
3.4329758,1.599323,14,0.65,250.0
3.5274384,1.5938933,14,0.65,250.0
3.534961,1.5506727,14,0.65,250.0
3.5059154,1.5261865,14,0.65,250.0
3.4966335,1.5117918,14,0.65,250.0
3.3194096,1.354395,14,0.65,250.0
3.4400697,1.654684,14,0.65,250.0
3.285322,1.4995548,14,0.65,250.0
3.264622,1.4478344,14,0.65,250.0
3.411138,1.4903197,14,0.65,250.0
3.365345,1.5079913,14,0.65,250.0
3.3694751,1.4966543,14,0.65,250.0
3.315371,1.4680148,14,0.65,250.0
3.3653922,1.5053817,14,0.65,250.0
3.5644627,1.6290272,14,0.65,250.0
3.282639,1.3716809,14,0.65,250.0
3.1292186,1.2897674,14,0.65,250.0
3.411937,1.4063884,14,0.65,250.0
3.480675,1.6547027,14,0.65,250.0
3.5787883,1.6443732,14,0.65,250.0
3.2912521,1.5154804,14,0.65,250.0
3.4365225,1.6047535,14,0.65,250.0
3.4951181,1.6132873,14,0.65,250.0
3.486306,1.576339,14,0.65,250.0
3.1648624,1.4458559,14,0.65,250.0
3.3953745,1.5464063,14,0.65,250.0
3.2638795,1.4263171,14,0.65,250.0
3.3879738,1.5645386,14,0.65,250.0
3.4552314,1.5603768,14,0.65,250.0
3.3853686,1.6442077,14,0.65,250.0
3.453671,1.5519663,14,0.65,250.0
3.4893835,1.5871569,14,0.65,250.0
3.5540202,1.5687869,14,0.65,250.0
3.536121,1.7693827,14,0.65,250.0
3.3476424,1.4937162,14,0.65,250.0
3.606968,1.7177118,14,0.65,250.0
3.2824662,1.532692,15,0.7,250.0
3.183757,1.4672027,15,0.7,250.0
3.3725636,1.6917013,15,0.7,250.0
3.3084118,1.449603,15,0.7,250.0
3.2180438,1.5106596,15,0.7,250.0
3.4418175,1.5910443,15,0.7,250.0
3.223761,1.441761,15,0.7,250.0
3.3454924,1.6481291,15,0.7,250.0
3.2456315,1.552706,15,0.7,250.0
3.2793055,1.5759674,15,0.7,250.0
2.922681,1.406643,15,0.7,250.0
3.4250124,1.5977086,15,0.7,250.0
3.2241898,1.5864879,15,0.7,250.0
3.439525,1.5954789,15,0.7,250.0
3.2425125,1.5049063,15,0.7,250.0
3.4460542,1.5805205,15,0.7,250.0
3.7266731,1.7102735,15,0.7,250.0
3.1887786,1.5222371,15,0.7,250.0
3.4377494,1.6002835,15,0.7,250.0
3.1700823,1.2929307,15,0.7,250.0
3.4474983,1.774933,15,0.7,250.0
3.3662024,1.4906985,15,0.7,250.0
3.3325567,1.6577598,15,0.7,250.0
3.165928,1.5114311,15,0.7,250.0
3.0522034,1.3590508,15,0.7,250.0
3.5323524,1.8851517,15,0.7,250.0
3.358651,1.6330866,15,0.7,250.0
3.1260467,1.3977954,15,0.7,250.0
3.2202902,1.566179,15,0.7,250.0
3.6155992,1.7279859,15,0.7,250.0
3.438294,1.7350895,15,0.7,250.0
3.6852243,1.7614805,15,0.7,250.0
3.3185399,1.4580338,15,0.7,250.0
3.3741152,1.5991415,15,0.7,250.0
2.8733819,1.2170382,15,0.7,250.0
3.1588216,1.4352571,15,0.7,250.0
3.2582135,1.3840182,15,0.7,250.0
3.2960694,1.5327047,15,0.7,250.0
3.4933298,1.5581481,15,0.7,250.0
3.3745613,1.5785048,15,0.7,250.0
3.2190766,1.5831714,15,0.7,250.0
3.5416536,1.8423797,15,0.7,250.0
3.1780503,1.5297005,15,0.7,250.0
3.4807727,1.6530218,15,0.7,250.0
3.3742704,1.6966457,15,0.7,250.0
3.1126466,1.3634471,15,0.7,250.0
3.2588384,1.6455963,15,0.7,250.0
3.0900438,1.6039641,15,0.7,250.0
3.3164206,1.6224501,15,0.7,250.0
3.235403,1.4113349,15,0.7,250.0
3.1394491,1.471528,16,0.75,250.0
3.100604,1.4399098,16,0.75,250.0
2.9961767,1.4581785,16,0.75,250.0
3.002629,1.4211125,16,0.75,250.0
2.9955897,1.4090734,16,0.75,250.0
3.1708827,1.4098823,16,0.75,250.0
3.0494084,1.4347116,16,0.75,250.0
3.1057374,1.3742832,16,0.75,250.0
3.2038488,1.5768199,16,0.75,250.0
3.2446709,1.5594251,16,0.75,250.0
3.0940888,1.6465429,16,0.75,250.0
3.1002004,1.5243214,16,0.75,250.0
3.2043276,1.6786349,16,0.75,250.0
3.4706829,1.659259,16,0.75,250.0
2.972813,1.3641903,16,0.75,250.0
3.0730002,1.3471103,16,0.75,250.0
3.0642211,1.4300379,16,0.75,250.0
3.2397215,1.542975,16,0.75,250.0
3.2987897,1.7254927,16,0.75,250.0
3.300848,1.5981604,16,0.75,250.0
3.268193,1.5689214,16,0.75,250.0
3.2013001,1.5825541,16,0.75,250.0
3.390851,1.6746941,16,0.75,250.0
3.2952056,1.4794675,16,0.75,250.0
3.2124727,1.6608796,16,0.75,250.0
3.2079234,1.5019531,16,0.75,250.0
3.2257757,1.3860366,16,0.75,250.0
3.1228411,1.5453742,16,0.75,250.0
2.9239397,1.4444653,16,0.75,250.0
3.1025243,1.4690295,16,0.75,250.0
3.3309846,1.7285016,16,0.75,250.0
3.41152,1.5770284,16,0.75,250.0
2.9353411,1.3717811,16,0.75,250.0
3.1223018,1.5876462,16,0.75,250.0
3.26076,1.5570606,16,0.75,250.0
3.0840797,1.4933214,16,0.75,250.0
3.1508858,1.6165159,16,0.75,250.0
3.0114236,1.5184292,16,0.75,250.0
3.0614774,1.4762086,16,0.75,250.0
3.047077,1.4238477,16,0.75,250.0
2.8401299,1.2236646,16,0.75,250.0
3.1940217,1.5603743,16,0.75,250.0
3.4233587,1.8230991,16,0.75,250.0
3.0491097,1.5024426,16,0.75,250.0
3.1246722,1.5039992,16,0.75,250.0
3.1147654,1.4281023,16,0.75,250.0
3.122599,1.378085,16,0.75,250.0
3.19159,1.4411494,16,0.75,250.0
2.9987547,1.4079584,16,0.75,250.0
3.3868048,1.8282717,16,0.75,250.0
2.8770885,1.3126725,17,0.8,250.0
3.0807097,1.5363219,17,0.8,250.0
3.0945446,1.5716013,17,0.8,250.0
2.8011556,1.3801583,17,0.8,250.0
2.8894715,1.5626647,17,0.8,250.0
3.0861936,1.6805735,17,0.8,250.0
3.2944272,1.8235393,17,0.8,250.0
3.0092568,1.5332935,17,0.8,250.0
3.3181622,1.7273312,17,0.8,250.0
3.1927738,1.6097388,17,0.8,250.0
2.8103333,1.3404121,17,0.8,250.0
2.8232172,1.3911315,17,0.8,250.0
2.695186,1.3469424,17,0.8,250.0
2.9251802,1.4866241,17,0.8,250.0
2.9199347,1.3498392,17,0.8,250.0
2.8043377,1.3335503,17,0.8,250.0
2.9555767,1.4438314,17,0.8,250.0
2.7510037,1.2127997,17,0.8,250.0
3.1060705,1.6144334,17,0.8,250.0
3.040209,1.4907496,17,0.8,250.0
2.8780754,1.3855472,17,0.8,250.0
3.0685143,1.5790731,17,0.8,250.0
2.822094,1.2803037,17,0.8,250.0
3.1702087,1.5638407,17,0.8,250.0
3.0154767,1.4741753,17,0.8,250.0
3.064606,1.6242373,17,0.8,250.0
3.2443483,1.7128674,17,0.8,250.0
3.0550659,1.559893,17,0.8,250.0
2.8600755,1.36368,17,0.8,250.0
2.9428465,1.4776428,17,0.8,250.0
3.0825095,1.6218647,17,0.8,250.0
3.0093033,1.5308504,17,0.8,250.0
2.88976,1.4189944,17,0.8,250.0
2.9659212,1.5673462,17,0.8,250.0
2.913017,1.4573344,17,0.8,250.0
2.9515157,1.5634278,17,0.8,250.0
2.9074109,1.4188806,17,0.8,250.0
2.9324636,1.3953508,17,0.8,250.0
2.9263067,1.5124977,17,0.8,250.0
2.86097,1.45288,17,0.8,250.0
3.1432633,1.5862457,17,0.8,250.0
2.7274847,1.2725871,17,0.8,250.0
2.777054,1.186816,17,0.8,250.0
3.0794072,1.578118,17,0.8,250.0
3.0656917,1.5949748,17,0.8,250.0
2.880738,1.413305,17,0.8,250.0
2.9720926,1.4858704,17,0.8,250.0
2.8267074,1.440683,17,0.8,250.0
2.839763,1.4695842,17,0.8,250.0
2.7715955,1.2988132,17,0.8,250.0
2.7316177,1.4049302,18,0.85,250.0
2.7835455,1.4208429,18,0.85,250.0
2.6986632,1.427949,18,0.85,250.0
2.848198,1.5410691,18,0.85,250.0
2.7320786,1.3414319,18,0.85,250.0
2.8945467,1.5278807,18,0.85,250.0
2.815265,1.5467051,18,0.85,250.0
2.5003846,1.1499054,18,0.85,250.0
2.5799198,1.2756069,18,0.85,250.0
2.6053872,1.4856222,18,0.85,250.0
2.705942,1.4004157,18,0.85,250.0
2.8244436,1.5011381,18,0.85,250.0
2.6043706,1.2220662,18,0.85,250.0
2.5718496,1.294522,18,0.85,250.0
2.8306007,1.368792,18,0.85,250.0
2.5816016,1.1834574,18,0.85,250.0
2.610339,1.4419527,18,0.85,250.0
2.6769326,1.456787,18,0.85,250.0
2.754087,1.4157753,18,0.85,250.0
2.663993,1.4142987,18,0.85,250.0
2.8391836,1.5295484,18,0.85,250.0
2.87028,1.6083468,18,0.85,250.0
2.4478858,1.139944,18,0.85,250.0
2.8987176,1.5836968,18,0.85,250.0
2.7710187,1.3459702,18,0.85,250.0
2.7701888,1.5015835,18,0.85,250.0
2.7275207,1.4409562,18,0.85,250.0
2.6834922,1.2653002,18,0.85,250.0
2.712053,1.5023111,18,0.85,250.0
2.4905255,1.1906428,18,0.85,250.0
2.8140986,1.3784283,18,0.85,250.0
2.6881454,1.3099891,18,0.85,250.0
2.7626178,1.5720549,18,0.85,250.0
2.8655314,1.507892,18,0.85,250.0
2.7786455,1.4541,18,0.85,250.0
2.7819264,1.3755922,18,0.85,250.0
2.7637439,1.3526151,18,0.85,250.0
2.7128186,1.3888229,18,0.85,250.0
2.8379142,1.6108079,18,0.85,250.0
2.8919704,1.6005524,18,0.85,250.0
2.7666712,1.4520376,18,0.85,250.0
2.613645,1.3306317,18,0.85,250.0
2.8066845,1.5826588,18,0.85,250.0
2.9237144,1.5347567,18,0.85,250.0
2.849774,1.479227,18,0.85,250.0
2.8275018,1.3995911,18,0.85,250.0
2.763123,1.3498758,18,0.85,250.0
2.9367986,2.1138349,18,0.85,250.0
2.697908,1.3584892,18,0.85,250.0
2.66494,1.237052,18,0.85,250.0
2.4829688,1.356764,19,0.9,250.0
2.4834068,1.3427001,19,0.9,250.0
2.2814949,1.1238198,19,0.9,250.0
2.4802597,1.336493,19,0.9,250.0
2.387585,1.1787935,19,0.9,250.0
2.2766266,1.0485563,19,0.9,250.0
2.5329301,1.4548252,19,0.9,250.0
2.4676812,1.3932265,19,0.9,250.0
2.3444948,1.2469164,19,0.9,250.0
2.2261288,1.0879288,19,0.9,250.0
2.3638077,1.3068494,19,0.9,250.0
2.2196605,1.1529177,19,0.9,250.0
2.3264568,1.1871234,19,0.9,250.0
2.4563398,1.2892518,19,0.9,250.0
2.2426639,1.051081,19,0.9,250.0
2.4481416,1.3276956,19,0.9,250.0
2.468078,1.2713563,19,0.9,250.0
2.6766405,1.747497,19,0.9,250.0
2.5567698,1.5803161,19,0.9,250.0
2.3631756,1.272616,19,0.9,250.0
2.6128557,1.6230801,19,0.9,250.0
2.3922062,1.2937539,19,0.9,250.0
2.3397927,1.2225319,19,0.9,250.0
2.336998,1.1980397,19,0.9,250.0
2.3997214,1.2740694,19,0.9,250.0
2.4097826,1.2034048,19,0.9,250.0
2.3509097,1.243556,19,0.9,250.0
2.452006,1.2349228,19,0.9,250.0
2.3707395,1.2512194,19,0.9,250.0
2.3543022,1.3006936,19,0.9,250.0
2.2888901,1.1277822,19,0.9,250.0
2.3288252,1.2227924,19,0.9,250.0
2.6276305,1.5770015,19,0.9,250.0
2.3575392,1.2145008,19,0.9,250.0
2.2891567,1.0938351,19,0.9,250.0
2.244689,1.0482744,19,0.9,250.0
2.3362348,1.1386617,19,0.9,250.0
2.5233836,1.5453497,19,0.9,250.0
2.4527695,1.4054594,19,0.9,250.0
2.5921412,1.7203732,19,0.9,250.0
2.296279,1.1171813,19,0.9,250.0
2.452479,1.3810983,19,0.9,250.0
2.4841144,1.385631,19,0.9,250.0
2.3237991,1.0929966,19,0.9,250.0
2.5047147,1.2895676,19,0.9,250.0
2.5157673,1.4903191,19,0.9,250.0
2.453437,1.2750025,19,0.9,250.0
2.3601239,1.2414889,19,0.9,250.0
2.541337,1.4676689,19,0.9,250.0
2.341258,1.1505415,19,0.9,250.0
1.8355943,0.9069158,20,0.95,250.0
1.9251599,0.91242313,20,0.95,250.0
1.8695676,1.0162932,20,0.95,250.0
1.8464162,0.84562325,20,0.95,250.0
2.0227244,1.0680149,20,0.95,250.0
1.7868574,0.73867786,20,0.95,250.0
1.8479502,0.8400573,20,0.95,250.0
1.8720464,0.8777537,20,0.95,250.0
1.7404405,0.70910305,20,0.95,250.0
1.9160221,0.97685665,20,0.95,250.0
1.9171323,0.9611627,20,0.95,250.0
1.9136385,1.0938348,20,0.95,250.0
2.0238853,1.0160252,20,0.95,250.0
1.92665,1.0250528,20,0.95,250.0
1.950111,1.0343251,20,0.95,250.0
1.9025,0.931585,20,0.95,250.0
1.8669639,0.93018776,20,0.95,250.0
1.9622235,1.0607984,20,0.95,250.0
1.8874356,0.8729038,20,0.95,250.0
1.8031412,0.9111706,20,0.95,250.0
1.8016993,0.7086632,20,0.95,250.0
1.9283346,1.0508704,20,0.95,250.0
1.8686408,0.8199147,20,0.95,250.0
1.8863953,0.94007075,20,0.95,250.0
1.9105862,0.96075344,20,0.95,250.0
2.0331938,1.1744182,20,0.95,250.0
1.9841155,0.9420129,20,0.95,250.0
1.8397017,0.8091418,20,0.95,250.0
1.9233167,1.0367036,20,0.95,250.0
1.9201734,0.9439732,20,0.95,250.0
2.040293,0.97059983,20,0.95,250.0
1.8667701,0.88819593,20,0.95,250.0
2.0088692,1.213687,20,0.95,250.0
1.7866213,0.7791659,20,0.95,250.0
1.8599818,0.87993544,20,0.95,250.0
1.9642414,1.1694125,20,0.95,250.0
2.105773,1.2119855,20,0.95,250.0
1.8072983,0.7964439,20,0.95,250.0
1.9717387,0.9673053,20,0.95,250.0
1.8806257,0.8650559,20,0.95,250.0
2.0160959,1.3583719,20,0.95,250.0
1.8815147,0.8862866,20,0.95,250.0
1.9473891,1.015285,20,0.95,250.0
1.8382026,0.8467217,20,0.95,250.0
1.983699,0.9648325,20,0.95,250.0
1.7745802,0.773546,20,0.95,250.0
1.8753562,0.8164231,20,0.95,250.0
1.7878376,0.8785978,20,0.95,250.0
1.8563546,0.8711041,20,0.95,250.0
1.9509071,0.99786776,20,0.95,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
1.0,0.0,21,1.0,250.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.340923,1.4165928,1,0.0,500.0
3.3170798,1.4374201,2,0.05,500.0
3.319977,1.41754,2,0.05,500.0
3.2940195,1.4050772,2,0.05,500.0
3.3296006,1.4265755,2,0.05,500.0
3.353431,1.4820055,2,0.05,500.0
3.296797,1.4030577,2,0.05,500.0
3.2373564,1.356898,2,0.05,500.0
3.2702167,1.398377,2,0.05,500.0
3.3197799,1.4256192,2,0.05,500.0
3.2492292,1.4205765,2,0.05,500.0
3.2531137,1.3715771,2,0.05,500.0
3.3345022,1.4345546,2,0.05,500.0
3.3172607,1.4160833,2,0.05,500.0
3.3181467,1.4096371,2,0.05,500.0
3.357591,1.4439231,2,0.05,500.0
3.2882116,1.3962833,2,0.05,500.0
3.3056269,1.4388294,2,0.05,500.0
3.2742186,1.371712,2,0.05,500.0
3.3356984,1.4358841,2,0.05,500.0
3.3593013,1.4425197,2,0.05,500.0
3.323327,1.4185636,2,0.05,500.0
3.3176584,1.4358411,2,0.05,500.0
3.278519,1.4009209,2,0.05,500.0
3.3413994,1.424286,2,0.05,500.0
3.2811162,1.4229832,2,0.05,500.0
3.3611295,1.4575293,2,0.05,500.0
3.2878535,1.3974346,2,0.05,500.0
3.3342156,1.4283292,2,0.05,500.0
3.2640038,1.3826698,2,0.05,500.0
3.2349677,1.4057331,2,0.05,500.0
3.2534547,1.3803985,2,0.05,500.0
3.3112829,1.4202929,2,0.05,500.0
3.307721,1.4170647,2,0.05,500.0
3.292189,1.4186732,2,0.05,500.0
3.2974021,1.4266564,2,0.05,500.0
3.1980305,1.3599197,2,0.05,500.0
3.2989612,1.4047405,2,0.05,500.0
3.3315766,1.4471306,2,0.05,500.0
3.3014941,1.3988255,2,0.05,500.0
3.3196201,1.426592,2,0.05,500.0
3.3459861,1.4655066,2,0.05,500.0
3.3347208,1.4144229,2,0.05,500.0
3.259502,1.3770398,2,0.05,500.0
3.250263,1.4087104,2,0.05,500.0
3.2848792,1.4205542,2,0.05,500.0
3.304782,1.3905996,2,0.05,500.0
3.3061938,1.4324743,2,0.05,500.0
3.3188396,1.4089063,2,0.05,500.0
3.3381987,1.428309,2,0.05,500.0
3.3005397,1.4077318,2,0.05,500.0
3.248928,1.4671651,3,0.1,500.0
3.3114238,1.4823128,3,0.1,500.0
3.1278367,1.3529261,3,0.1,500.0
3.3402424,1.4576275,3,0.1,500.0
3.2792099,1.4513286,3,0.1,500.0
3.25796,1.4327798,3,0.1,500.0
3.2997117,1.4515195,3,0.1,500.0
3.1594243,1.3444229,3,0.1,500.0
3.291784,1.4458344,3,0.1,500.0
3.2410061,1.3803273,3,0.1,500.0
3.209758,1.4345896,3,0.1,500.0
3.2867837,1.4213371,3,0.1,500.0
3.221166,1.4105427,3,0.1,500.0
3.190706,1.38949,3,0.1,500.0
3.2918456,1.4657625,3,0.1,500.0
3.1584642,1.381827,3,0.1,500.0
3.3192244,1.4615909,3,0.1,500.0
3.2580762,1.3933408,3,0.1,500.0
3.3483188,1.4640375,3,0.1,500.0
3.200275,1.4019413,3,0.1,500.0
3.3226852,1.4599873,3,0.1,500.0
3.277106,1.4299262,3,0.1,500.0
3.2451324,1.3970575,3,0.1,500.0
3.3150048,1.4315997,3,0.1,500.0
3.2656624,1.3962333,3,0.1,500.0
3.2027009,1.3967587,3,0.1,500.0
3.2424548,1.3689135,3,0.1,500.0
3.3365266,1.5006269,3,0.1,500.0
3.2483509,1.4050068,3,0.1,500.0
3.1961713,1.3768545,3,0.1,500.0
3.3649154,1.4794911,3,0.1,500.0
3.145002,1.3414556,3,0.1,500.0
3.2840512,1.4088427,3,0.1,500.0
3.3652718,1.4850783,3,0.1,500.0
3.2672725,1.4606721,3,0.1,500.0
3.26314,1.4147073,3,0.1,500.0
3.2761736,1.4512342,3,0.1,500.0
3.1695645,1.3801069,3,0.1,500.0
3.1561973,1.3752557,3,0.1,500.0
3.2117112,1.4111153,3,0.1,500.0
3.3018212,1.4466835,3,0.1,500.0
3.2819564,1.405473,3,0.1,500.0
3.1842108,1.3945942,3,0.1,500.0
3.22522,1.4227375,3,0.1,500.0
3.3340676,1.4577835,3,0.1,500.0
3.2810802,1.442046,3,0.1,500.0
3.2789516,1.4135076,3,0.1,500.0
3.261232,1.4099889,3,0.1,500.0
3.3656452,1.4703287,3,0.1,500.0
3.2819633,1.431622,3,0.1,500.0
3.161762,1.369987,4,0.15,500.0
3.1568656,1.3851557,4,0.15,500.0
3.1623292,1.3681419,4,0.15,500.0
3.2759104,1.4170855,4,0.15,500.0
3.3301616,1.4796926,4,0.15,500.0
3.2060187,1.4021772,4,0.15,500.0
3.2231288,1.4395233,4,0.15,500.0
3.222973,1.3952812,4,0.15,500.0
3.2575595,1.4070342,4,0.15,500.0
3.17932,1.3780937,4,0.15,500.0
3.1813397,1.3931576,4,0.15,500.0
3.2055857,1.3965546,4,0.15,500.0
3.267901,1.4994287,4,0.15,500.0
3.1661906,1.3254285,4,0.15,500.0
3.3200004,1.4602225,4,0.15,500.0
3.0142486,1.283693,4,0.15,500.0
3.1891532,1.3803986,4,0.15,500.0
3.1369362,1.3865675,4,0.15,500.0
3.243108,1.438793,4,0.15,500.0
3.255082,1.4275658,4,0.15,500.0
3.1268034,1.3430165,4,0.15,500.0
3.172757,1.3552011,4,0.15,500.0
3.2217746,1.3738464,4,0.15,500.0
3.2019575,1.4221997,4,0.15,500.0
3.2268143,1.4130394,4,0.15,500.0
3.2397983,1.3834643,4,0.15,500.0
